contig_id	IT1_A	IT1_B	IT1_C	IT2_A	IT2_B	IT2_C	IT3_A	IT3_B	IT3_C	IT4_A	IT4_B	IT4_C	length
IT2_4962167	120	172	149	123	72	74	77	95	98	148	164	124	3750
IT2_4962593	53	63	81	34	60	50	37	66	68	90	102	64	11345
IT2_4962729	23	41	41	38	33	25	27	27	20	40	54	27	5379
IT2_4963910	166	165	198	161	128	177	98	100	91	105	114	94	10545
IT2_4966216	101	113	114	146	80	75	41	119	98	92	110	73	10927
IT2_4967054	161	153	193	239	93	158	225	318	275	498	636	490	18182
IT2_4968935	16	28	38	26	27	34	26	22	9	20	12	10	5318
IT2_4969662	123	127	111	149	92	155	196	289	252	353	396	336	15017
IT2_4971240	118	164	165	114	80	138	144	192	129	255	308	245	8383
IT2_4971425	28	39	31	28	13	28	47	62	54	80	71	50	5065
IT2_4973872	137	180	201	125	93	89	171	162	215	438	438	401	18590
IT2_4977563	22	59	44	38	28	37	72	73	73	95	128	102	7659
IT2_4977704	16	32	12	12	20	13	16	8	20	34	37	34	3008
IT2_4978437	62	81	80	69	54	57	36	79	40	37	60	41	5348
IT2_4978944	20	28	28	6	12	12	21	27	28	14	20	18	4044
IT2_4978978	66	79	60	75	46	42	84	85	95	154	166	143	4154
IT2_4980193	74	85	105	90	69	54	65	71	65	127	168	103	9384
IT2_4983337	61	55	59	58	46	33	42	44	55	69	45	51	6470
IT2_4984771	136	137	188	114	123	121	94	151	132	116	134	142	15155
IT2_4985927	10	4	0	28	36	35	60	65	60	82	77	34	4124
IT2_4986690	26	33	36	43	23	38	26	28	19	42	55	40	6920
IT2_4987136	19	8	24	14	10	14	9	8	9	14	18	14	3537
IT2_4988183	75	93	98	95	46	44	11	12	10	14	18	11	5281
IT2_4991855	11	18	20	16	20	10	20	9	15	19	24	19	3325
IT2_4992478	20	28	44	26	30	22	19	22	24	35	34	18	4409
IT2_4996084	28	65	44	30	24	24	24	32	17	26	50	32	6413
IT2_4999701	93	86	68	85	66	67	103	110	84	185	233	167	8163
IT2_5001529	26	22	14	19	38	24	26	25	22	36	38	35	3061
IT2_5001919	36	42	25	30	24	42	20	9	17	19	29	20	5068
IT2_5002680	306	337	298	277	217	202	166	236	232	258	417	293	17675
IT2_5004289	18	27	12	20	26	16	12	16	15	14	27	12	3064
IT2_5006419	94	138	134	98	62	78	47	70	80	44	63	48	4531
IT2_5008823	66	54	70	42	38	43	34	31	36	48	68	41	3962
IT2_5012080	28	29	36	21	27	36	33	25	33	56	63	38	4763
IT2_5013447	53	82	54	76	48	41	59	82	70	82	84	50	6223
IT2_501346	1070	1103	1037	835	686	654	726	1135	959	987	1157	883	33107
IT2_5013585	119	156	172	118	98	104	101	113	100	120	173	129	5291
IT2_5014150	181	286	253	216	199	164	210	168	186	289	384	265	27896
IT2_5014171	22	22	32	24	29	36	26	30	32	46	58	26	4716
IT2_5014262	344	486	496	421	325	345	265	363	343	487	548	422	24272
IT2_5014535	169	150	145	159	95	113	132	99	97	52	50	44	18055
IT2_501491	126	173	175	107	74	87	87	80	112	140	179	128	7738
IT2_5016694	24	16	28	20	16	22	35	24	10	25	38	35	4545
IT2_5016908	719	886	938	740	548	692	811	965	1058	1565	2155	1440	16351
IT2_5017561	386	424	440	393	313	358	407	577	525	754	906	708	42862
IT2_5018260	200	224	223	170	169	193	174	220	176	205	265	195	3459
IT2_5018540	349	422	400	356	223	334	290	397	367	381	425	339	3291
IT2_5018940	220	293	214	205	184	186	199	216	184	314	343	253	14377
IT2_5020096	36	67	80	66	22	34	73	89	71	133	172	114	8218
IT2_5020379	49	76	79	72	46	63	44	69	57	71	119	74	5006
IT2_5020842	55	62	62	51	69	47	60	73	74	131	140	93	6235
IT2_5022830	137	154	123	141	102	133	87	118	107	116	98	97	14484
IT2_5023011	181	229	229	220	160	129	208	252	184	238	300	217	7794
IT2_5023462	41	60	67	48	20	59	36	25	35	37	49	35	9405
IT2_5023717	26	36	34	33	18	28	18	20	28	31	48	73	3675
IT2_5025214	116	132	149	105	89	105	90	100	119	97	113	90	5010
IT2_5025594	20	12	8	19	16	16	25	18	17	18	30	12	3457
IT2_5026299	14	16	27	23	16	23	33	41	31	28	38	36	4388
IT2_5027341	19	36	28	30	20	9	14	20	16	36	38	21	4109
IT2_502740	20	16	12	34	15	22	20	28	18	16	26	17	5181
IT2_5028219	242	261	395	276	137	200	200	278	340	412	371	318	32887
IT2_5029690	46	48	38	32	32	28	12	14	19	13	19	21	4876
IT2_5030532	43	60	70	98	39	43	54	82	65	123	175	151	5612
IT2_5031489	35	41	24	58	56	52	21	66	38	36	47	38	7023
IT2_503184	25	26	24	40	24	42	53	48	87	129	101	132	6771
IT2_5031973	14	24	23	22	22	26	4	17	13	19	24	14	4512
IT2_5032693	214	226	251	185	178	146	124	163	105	139	151	92	16004
IT2_5036898	158	199	192	158	129	144	119	164	127	213	208	148	14112
IT2_5038524	66	117	72	68	64	86	66	79	62	91	109	75	11796
IT2_5039035	162	162	141	104	90	98	126	121	103	151	204	112	8608
IT2_5041444	46	51	60	58	25	32	43	44	47	64	85	61	7327
IT2_5042392	9	22	26	24	18	16	17	19	22	26	25	16	4982
IT2_5044652	232	177	257	258	216	148	279	302	327	385	431	296	30901
IT2_5045830	44	68	72	50	36	36	52	56	39	56	77	57	3030
IT2_5046918	8	0	0	349	13	20	2	6	2	0	2	2	6207
IT2_5047281	128	126	126	104	96	76	85	150	140	116	132	119	8585
IT2_5047511	164	155	161	162	135	122	112	158	141	189	206	170	4126
IT2_5047687	244	286	241	277	284	250	553	680	608	1037	1254	863	32098
IT2_5048180	24	35	26	36	29	16	26	31	35	56	58	58	6584
IT2_5048192	20	4	14	91	48	71	35	54	61	36	61	52	5384
IT2_5048520	349	442	417	348	297	292	222	312	280	414	466	281	17370
IT2_504985	482	658	584	436	421	401	809	1056	781	1162	1418	1038	15517
IT2_5050552	93	108	100	93	79	79	114	136	132	211	233	127	15723
IT2_5050787	391	427	411	385	366	369	496	503	500	723	823	700	9474
IT2_5052191	322	324	336	235	171	192	93	120	74	159	167	123	13060
IT2_5053264	49	88	83	93	61	87	106	121	82	142	144	120	9051
IT2_5053529	50	37	47	53	28	29	29	48	50	39	47	36	4646
IT2_5054646	34	47	40	39	14	20	17	18	13	8	16	16	4557
IT2_5055018	17	14	14	18	10	11	13	40	26	16	40	14	3237
IT2_5055933	21	24	16	38	26	16	21	4	19	35	36	30	4495
IT2_5056140	35	38	51	48	33	41	50	38	34	45	54	51	8146
IT2_5056420	643	679	719	721	512	501	802	843	816	1330	1503	1124	16981
IT2_505751	175	224	203	177	200	137	158	257	218	305	353	305	26114
IT2_5057915	12	26	23	25	38	18	17	18	13	46	64	36	4152
IT2_5058284	71	81	60	65	47	65	65	89	79	76	104	95	9909
IT2_5058876	28	63	34	37	18	30	22	47	15	30	38	18	3344
IT2_5059849	45	56	34	38	45	33	33	30	40	57	82	62	5468
IT2_5060479	33	46	50	55	34	36	57	46	44	76	85	75	7237
IT2_5060949	1089	1421	1445	1073	759	749	1170	1162	1330	1979	2351	1807	7527
IT2_5061747	136	155	234	133	116	118	86	131	172	252	246	223	8062
IT2_5062133	14	10	12	20	10	6	0	6	7	6	12	12	3216
IT2_5063056	58	60	73	38	29	21	48	31	65	89	99	64	3495
IT2_5063442	118	150	151	153	137	68	71	114	102	94	131	82	17933
IT2_5063801	18	24	29	18	12	12	6	18	26	40	30	29	3357
IT2_5064453	10	14	18	11	12	10	16	21	10	36	20	26	3244
IT2_5064557	47	41	56	43	42	39	68	86	70	156	207	167	3266
IT2_506502	24	16	20	21	13	10	23	8	20	19	28	20	3745
IT2_5065979	23	13	20	24	12	14	18	17	18	22	16	15	4726
IT2_5066213	56	85	63	69	70	43	32	45	53	52	53	47	9228
IT2_5066265	24	18	34	34	42	31	28	26	35	79	32	45	4474
IT2_5070070	52	60	77	60	40	36	47	49	68	52	64	60	10112
IT2_5070130	66	54	64	54	34	57	27	69	31	46	78	58	8619
IT2_5070498	74	94	101	70	70	66	84	110	98	113	142	110	6209
IT2_50706	493	560	566	457	414	353	437	550	478	670	777	637	44780
IT2_5071921	183	198	177	156	152	124	93	187	137	136	178	154	5350
IT2_5071927	14	0	0	35	64	22	4	0	2	0	0	2	3591
IT2_5072904	58	63	45	43	34	23	21	33	44	50	64	40	3503
IT2_5073253	55	60	56	35	36	64	19	26	43	44	53	45	7321
IT2_5074356	41	45	42	54	26	24	59	66	60	95	139	85	7368
IT2_5074509	43	40	42	32	24	33	32	51	44	82	87	69	5425
IT2_5075878	116	7	8	158	593	60	16	12	14	16	18	19	12619
IT2_5076568	46	53	65	87	45	76	69	68	60	106	118	99	14483
IT2_5080022	21	14	32	16	8	15	16	16	16	36	30	39	3084
IT2_5080562	10	8	14	12	19	8	6	10	12	18	23	18	3623
IT2_5081773	21	22	12	16	12	10	10	11	16	11	16	28	3656
IT2_508324	14	8	20	16	18	14	10	8	4	13	6	4	3221
IT2_5086829	60	62	39	72	51	48	70	51	58	82	123	80	3148
IT2_5089835	8	2	8	38	63	48	152	125	122	136	134	102	3276
IT2_5089889	27	39	39	36	38	22	25	30	26	20	54	29	4432
IT2_5089904	351	378	311	251	253	219	213	323	299	325	311	256	11212
IT2_5089957	492	593	656	555	309	483	445	684	682	1248	1451	1129	7081
IT2_5090441	188	8	0	187	717	161	11	4	0	29	22	23	13883
IT2_5090691	62	71	58	64	60	36	75	62	63	117	101	109	7356
IT2_5090897	82	103	97	86	86	67	67	116	86	133	151	110	4154
IT2_5090932	219	288	359	260	214	231	177	168	181	231	304	262	30306
IT2_5091136	120	121	93	113	102	106	105	139	126	148	188	142	12170
IT2_5092551	16	32	24	42	21	22	20	16	38	30	31	20	5184
IT2_5092860	96	58	63	82	83	75	81	100	91	91	156	127	11553
IT2_5094438	58	75	82	40	30	38	4	4	6	8	10	13	4296
IT2_5094575	6	8	23	13	6	28	7	8	11	24	24	13	3793
IT2_5094813	107	92	95	127	82	66	45	51	70	78	84	44	14631
IT2_5095319	198	173	204	201	168	178	95	176	169	143	158	119	9863
IT2_5096253	60	69	61	45	38	36	53	31	25	84	70	74	8117
IT2_5097600	20	24	22	24	20	32	34	13	18	56	57	43	5061
IT2_5098519	14	15	18	16	26	8	4	10	10	10	7	6	3148
IT2_5099201	37	54	30	56	38	28	47	43	29	52	78	48	6047
IT2_5099304	398	671	560	327	326	277	164	225	218	306	342	223	27324
IT2_5099750	86	128	100	94	79	92	78	89	93	91	136	84	6237
IT2_5099931	9	19	21	20	13	35	31	20	26	48	58	44	3109
IT2_5101131	1171	1291	1211	1115	813	770	727	1069	878	944	1189	841	18386
IT2_5101623	129	1	2	129	656	48	4	6	0	10	8	2	14377
IT2_5103586	67	81	81	70	54	48	72	60	60	90	154	110	7276
IT2_5103685	35	86	64	90	100	65	73	107	101	168	203	176	11911
IT2_5103945	11	10	14	16	14	8	5	16	18	30	26	20	3424
IT2_5104329	14	8	18	16	13	12	16	12	30	28	48	16	3119
IT2_5108751	28	31	24	42	23	28	20	19	22	18	18	16	6307
IT2_5109645	57	94	76	50	46	54	11	6	4	6	5	8	3632
IT2_5110949	213	260	341	186	96	142	130	88	185	385	438	336	17733
IT2_5110974	46	34	44	60	24	29	24	35	51	32	48	20	4754
IT2_5111460	124	116	144	100	92	68	115	108	97	187	239	138	11992
IT2_5113014	30	23	29	36	16	33	24	41	36	38	36	43	4818
IT2_5113058	64	72	81	64	49	36	52	61	48	56	50	42	3175
IT2_5113266	566	709	648	768	566	625	1196	1342	1305	2249	2637	1993	34728
IT2_5114124	30	54	38	51	34	51	45	51	44	61	77	64	6405
IT2_5117790	86	69	51	68	85	46	65	98	91	119	115	69	10246
IT2_5120901	17	13	22	27	12	18	6	4	20	14	28	34	3657
IT2_5121713	29	32	35	26	33	30	22	54	56	93	120	72	3045
IT2_5122350	39	89	77	58	89	43	46	77	75	86	126	83	3816
IT2_512331	44	61	61	32	22	31	47	58	38	77	65	72	3064
IT2_5123584	42	34	60	27	24	14	30	24	31	54	47	38	4372
IT2_5125144	39	54	32	42	35	18	35	57	61	89	89	81	4960
IT2_5126811	174	122	136	202	152	134	212	224	161	272	296	202	24614
IT2_5127263	33	33	44	54	30	13	22	21	20	21	61	46	5079
IT2_5127825	63	87	86	73	79	79	54	44	84	94	128	91	10341
IT2_5128715	232	199	218	177	111	151	99	130	98	164	178	127	23638
IT2_5130393	19	30	23	52	22	37	38	52	49	76	104	62	7307
IT2_5130575	764	987	991	710	650	641	815	866	814	1286	1456	1125	13405
IT2_5133648	6	24	19	16	16	16	9	13	12	12	12	9	3112
IT2_5134089	12	24	21	20	15	18	15	31	32	45	61	51	3492
IT2_5134558	546	710	715	592	396	599	462	593	547	718	842	595	12047
IT2_5135254	420	452	556	430	337	429	264	359	344	373	425	339	24311
IT2_5135378	174	185	218	185	145	123	159	189	211	274	348	234	6830
IT2_51355	36	34	32	32	33	44	42	52	62	96	117	106	5460
IT2_5137970	34	22	28	30	14	23	31	21	25	38	40	15	4526
IT2_5138764	24	45	28	14	17	14	26	30	24	45	44	34	3676
IT2_5139539	72	73	97	80	66	65	53	74	62	75	89	79	10030
IT2_5139648	23	48	50	42	37	26	28	24	40	44	50	49	6629
IT2_5140182	76	122	104	74	62	69	71	61	83	100	137	89	3813
IT2_5140592	25	33	34	28	34	18	18	37	38	46	24	30	5722
IT2_5140824	17	12	22	27	16	6	22	20	21	24	38	23	3688
IT2_5141782	60	58	94	85	52	81	83	84	79	178	165	139	6153
IT2_5142491	87	85	100	91	88	60	78	96	91	136	141	92	5124
IT2_5142952	192	235	231	143	119	142	174	138	118	247	298	234	15378
IT2_5144745	20	12	9	19	13	23	18	20	13	34	40	19	3424
IT2_5144920	12	17	4	22	14	13	24	39	37	52	52	49	3654
IT2_5146747	215	267	328	230	167	213	281	294	387	589	689	567	21936
IT2_5147807	530	697	598	560	529	504	541	630	521	765	992	714	37426
IT2_5150048	2	6	8	8	12	10	6	8	4	14	14	12	3638
IT2_5150387	42	56	52	37	18	24	22	33	34	37	78	36	8595
IT2_5151331	36	40	34	41	32	20	36	46	66	32	55	40	5386
IT2_5151387	48	49	36	52	44	32	39	43	44	55	70	45	5925
IT2_5151405	36	14	14	64	106	108	71	108	113	72	56	41	12845
IT2_5155026	966	1033	1051	736	500	652	680	752	746	1297	1584	1168	31524
IT2_5155590	56	46	47	50	38	29	28	29	45	43	93	39	8131
IT2_515632	20	21	20	18	17	12	6	8	0	19	14	8	3257
IT2_5157504	42	60	51	44	22	46	65	77	68	117	135	99	9617
IT2_5158011	32	46	51	26	16	29	27	34	31	62	54	39	5964
IT2_51584	99	102	88	118	89	86	90	130	155	162	190	137	3427
IT2_5159938	47	71	83	72	45	42	44	63	65	126	99	78	9738
IT2_5160661	54	87	75	121	87	85	109	104	107	163	199	160	10317
IT2_5161242	68	67	109	61	27	54	58	44	61	122	122	124	10278
IT2_5162477	6	28	24	12	18	22	14	12	14	15	23	20	3326
IT2_5163730	10	27	24	14	8	12	20	20	24	37	60	28	3971
IT2_5163841	31	50	40	31	32	16	18	26	29	30	46	16	5385
IT2_5164846	54	52	49	68	40	41	58	45	75	81	127	100	7974
IT2_516623	261	272	320	259	133	228	255	370	464	601	748	525	23478
IT2_5168193	221	252	264	245	211	164	160	224	140	162	203	151	14240
IT2_5171711	421	460	474	477	403	376	504	608	570	819	981	726	46932
IT2_517229	28	20	30	52	44	18	37	64	56	56	86	75	5833
IT2_5172402	1014	1336	1178	909	757	767	857	1000	875	1492	1723	1215	15799
IT2_5172618	68	79	68	74	56	62	54	74	68	80	96	68	7258
IT2_5172748	38	54	44	45	53	70	56	71	77	91	106	68	6606
IT2_5173015	27	35	44	53	12	14	25	20	16	41	41	40	5139
IT2_5173323	23	33	35	33	22	28	33	32	34	52	73	34	5422
IT2_5175388	42	58	46	56	50	33	38	44	42	60	118	62	5684
IT2_5175615	8929	10548	10298	7714	6475	6596	5854	5286	4893	6879	8123	6191	61479
IT2_5177048	83	82	55	55	46	60	21	23	24	38	38	38	7539
IT2_5177102	148	0	2	141	840	87	11	10	9	15	14	8	14741
IT2_5178842	98	109	130	110	84	73	65	98	91	91	110	75	5457
IT2_5179183	255	307	338	312	147	252	502	421	529	1395	1582	1298	24540
IT2_5179485	204	218	185	193	169	196	188	210	228	189	229	163	3655
IT2_5181674	108	191	143	129	104	89	120	90	134	162	165	142	5410
IT2_518366	131	175	143	163	96	107	112	160	127	235	237	188	15107
IT2_5184396	32	28	49	47	20	28	18	43	51	88	89	63	5719
IT2_5184603	43	32	29	30	47	40	35	30	32	65	69	30	7695
IT2_5185417	10	10	12	34	14	16	14	18	18	38	30	46	3763
IT2_5185495	100	111	113	115	65	75	73	64	115	172	207	162	8971
IT2_5185700	476	555	643	374	150	209	30	27	50	25	40	20	23926
IT2_5189271	84	65	72	52	67	46	38	64	91	63	61	47	11983
IT2_5189631	8	15	11	24	15	13	17	8	11	8	12	7	3760
IT2_5190629	40	62	49	65	56	51	16	50	47	48	81	48	8498
IT2_5191013	16	39	24	26	24	18	22	32	26	35	52	39	6312
IT2_5191415	24	22	16	26	26	19	10	21	16	28	36	17	3094
IT2_5192637	30	25	20	13	13	28	29	33	31	54	42	58	3416
IT2_5192707	141	166	143	58	76	59	13	14	14	10	7	0	7743
IT2_5194479	81	83	79	65	65	100	97	126	128	217	221	189	6703
IT2_519487	16	12	30	16	12	21	24	26	25	71	79	67	4215
IT2_5196354	10	4	10	13	19	2	10	6	6	6	20	1	3436
IT2_5197385	20	34	48	30	12	30	18	21	28	60	40	27	3301
IT2_5201665	29	26	6	30	17	36	24	25	37	33	49	26	6585
IT2_5201673	15	23	34	22	30	4	5	32	21	23	39	34	3971
IT2_5203478	10	13	10	11	12	9	14	10	14	27	12	16	3190
IT2_5205236	60	63	54	66	65	49	37	95	95	101	113	114	5005
IT2_5205434	29	35	30	29	23	21	50	35	21	38	68	56	5856
IT2_5207408	50	42	36	36	20	22	14	38	20	25	22	30	5956
IT2_52075	3040	3484	3242	2654	2414	2358	2840	3227	2812	4445	5316	3975	99039
IT2_5211033	7	18	12	24	22	10	17	13	20	22	26	25	3779
IT2_5211551	70	71	82	86	66	79	39	70	61	74	76	39	3626
IT2_5214297	30	26	25	32	39	20	14	16	15	22	18	2	5317
IT2_5214607	54	41	56	65	66	45	51	71	62	95	110	71	9513
IT2_5215101	22	36	28	15	11	36	12	4	40	32	26	8	3487
IT2_5215256	48	10	0	258	331	217	12	16	6	24	18	11	8874
IT2_5216979	174	187	176	161	92	79	113	108	125	197	226	151	4755
IT2_5217303	13	16	14	22	12	11	11	10	8	27	28	16	3453
IT2_5218098	166	184	190	129	74	80	20	42	30	25	34	17	10522
IT2_5218265	2076	2720	2481	2206	1618	1668	2018	2251	2295	3258	3847	2989	218073
IT2_5219583	22	40	28	30	20	21	12	24	20	44	60	18	3607
IT2_522023	22	44	32	52	16	24	50	59	34	50	56	32	3529
IT2_5220649	163	161	181	120	68	64	53	54	57	62	79	47	5078
IT2_5220693	18	2	2	4	142	6	0	0	0	4	0	0	3525
IT2_5221642	9	28	20	10	21	14	6	8	11	31	37	16	4061
IT2_5222451	49	61	49	30	23	32	22	37	24	37	30	20	5180
IT2_5222561	195	235	241	235	171	234	292	291	258	433	468	320	6621
IT2_5225045	42	30	40	31	19	21	12	5	15	12	36	8	4502
IT2_5228317	91	104	119	103	68	77	77	71	74	97	144	93	9875
IT2_5230403	221	280	233	125	136	156	50	61	22	12	12	12	9130
IT2_5231945	251	309	327	271	236	207	293	327	225	376	389	349	42824
IT2_5232023	16	16	22	25	18	17	14	20	20	42	38	40	3138
IT2_5232731	20	37	32	29	12	13	8	16	8	11	14	10	5213
IT2_5234468	18	12	15	82	34	46	152	168	170	161	208	142	7943
IT2_5234619	25	29	26	38	28	26	23	38	29	31	31	36	4378
IT2_5237211	30	40	38	53	32	22	48	92	70	50	92	67	7896
IT2_5239526	72	83	54	94	56	71	92	124	95	137	171	138	6834
IT2_5240812	50	44	60	64	20	53	72	54	48	49	51	36	6404
IT2_5240820	13	18	21	27	19	20	16	28	16	34	36	39	4713
IT2_5243073	25	54	19	22	24	32	14	18	50	12	12	12	5370
IT2_5243284	22	18	32	34	12	11	18	23	28	23	16	17	4238
IT2_5244157	84	109	129	121	81	99	96	100	87	173	227	138	15216
IT2_5246354	22	20	30	16	14	12	10	3	1	14	26	20	3821
IT2_5246516	124	128	125	152	173	161	68	161	161	159	165	132	24604
IT2_5247092	24	33	24	22	26	18	26	30	36	38	34	31	3281
IT2_524792	14	22	16	10	8	10	6	10	10	5	9	6	3127
IT2_5247989	207	218	240	168	149	174	223	204	207	291	400	247	12745
IT2_5249143	28	41	51	31	20	32	30	37	40	30	54	47	3302
IT2_5251806	16	6	17	21	14	32	21	14	14	23	19	22	3459
IT2_5252469	51	62	59	46	65	48	61	90	66	114	135	93	10577
IT2_5252686	12	8	6	16	10	14	52	36	12	45	28	25	3152
IT2_5253134	8	20	14	8	16	10	6	15	27	60	52	35	3508
IT2_5253138	68	90	74	70	64	60	45	87	78	124	171	120	3903
IT2_5253876	209	245	221	308	200	184	373	333	337	434	526	351	35670
IT2_5254890	19	31	28	46	41	31	28	39	43	61	64	62	6064
IT2_5255078	114	140	126	99	92	101	119	171	143	193	230	169	4229
IT2_5256441	46	46	87	47	40	22	24	18	18	42	32	39	4925
IT2_5256817	35	30	31	42	26	31	14	30	24	41	47	32	6168
IT2_5256964	9	11	4	8	10	18	6	10	14	17	13	4	3130
IT2_5257076	935	1168	1197	956	810	858	643	729	844	1090	1169	845	25274
IT2_5257975	33	32	26	40	29	34	12	40	32	26	11	15	4163
IT2_5259598	709	934	907	823	770	678	844	902	980	1479	1691	1265	43379
IT2_5259765	267	319	313	269	198	241	86	158	143	173	136	121	25603
IT2_5261119	47	91	63	77	47	39	57	46	46	98	90	57	4474
IT2_5262059	16	20	26	39	26	21	16	19	38	39	56	26	5743
IT2_5262477	83	82	40	104	63	35	66	71	71	98	112	78	6875
IT2_5263010	12	36	18	29	20	24	29	36	39	34	32	27	3989
IT2_5263332	43	49	47	63	36	62	47	47	51	64	72	36	4109
IT2_5263612	31	31	16	35	24	48	22	43	54	78	106	54	5358
IT2_5265724	19	20	16	13	12	11	19	28	25	37	50	37	4253
IT2_5265845	28	18	6	18	17	18	20	46	30	52	46	31	5031
IT2_5265858	34	38	32	48	34	32	57	27	19	32	78	48	3615
IT2_5266569	671	880	830	833	761	692	968	1094	1047	1522	1776	1360	19309
IT2_5266589	42	39	37	29	24	13	44	46	47	57	72	58	4503
IT2_5268288	77	84	59	84	57	69	22	66	67	54	47	45	7255
IT2_5269027	777	1075	955	739	559	688	737	854	850	1133	1400	1058	11322
IT2_5269588	11	22	28	36	25	38	11	3	13	16	16	13	4817
IT2_5270906	30	52	34	55	38	32	29	38	35	59	88	56	3609
IT2_5271719	525	639	638	530	317	345	382	433	572	727	830	619	38407
IT2_5272022	67	44	59	92	47	65	63	41	41	17	22	13	10067
IT2_5275968	26	28	22	19	20	39	18	14	18	21	10	8	5139
IT2_5276784	30	14	18	29	11	11	8	13	18	21	22	18	4111
IT2_5277080	18	12	9	22	22	16	6	16	13	17	16	21	3855
IT2_5277562	301	428	406	421	292	290	434	504	394	708	769	664	28602
IT2_5278729	28	45	51	55	26	47	48	52	51	85	78	45	7924
IT2_5279493	48	33	49	63	52	56	87	53	32	60	44	58	10176
IT2_5281682	79	102	94	145	47	98	228	245	336	688	826	588	5496
IT2_5282455	298	418	388	329	250	319	354	513	391	718	795	608	10554
IT2_5282799	2196	2719	2654	2444	2313	2403	2384	3075	2971	4661	5690	4220	180909
IT2_5282812	36	30	45	35	24	24	14	15	21	43	52	32	4675
IT2_5284115	31	50	38	28	28	37	30	33	16	30	47	36	5903
IT2_5285348	129	209	201	202	122	154	122	120	130	244	283	229	22429
IT2_5286061	54	84	63	54	30	44	48	45	54	46	74	30	3070
IT2_5286218	20	12	12	24	26	18	14	22	36	18	35	22	3997
IT2_528675	175	204	220	197	119	146	156	191	206	426	552	415	7788
IT2_5287987	764	916	936	954	657	855	1063	1191	1163	2300	2713	2056	57686
IT2_5287994	343	433	451	354	255	320	210	314	326	277	341	251	37065
IT2_5287995	553	747	844	499	272	371	349	338	463	825	985	718	35442
IT2_5288006	620	676	958	621	409	603	883	876	1216	2455	2998	2292	35590
IT2_5288008	598	708	770	519	436	484	395	428	537	591	646	472	40812
IT2_5288013	6745	8932	8794	5296	4285	4954	3252	3623	4460	3978	4650	3359	39734
IT2_5288018	502	582	826	453	275	456	339	315	481	821	958	858	38043
IT2_5288049	427	342	482	527	282	315	510	377	339	510	634	433	43956
IT2_5288060	1449	1707	1748	1114	959	1318	935	1145	1242	1481	1868	1397	39978
IT2_5288074	1845	2582	2616	1789	1329	1608	1640	1808	2006	3200	3815	2836	41055
IT2_5288094	561	642	626	562	463	471	718	801	765	1184	1398	1026	47521
IT2_5288174	784	770	994	1121	554	728	856	884	873	1776	1973	1389	41052
IT2_5288385	638	750	875	613	360	570	496	562	886	1114	1335	988	33494
IT2_5288611	417	417	508	427	229	371	238	243	244	346	386	252	7025
IT2_5289384	193	155	166	191	96	110	256	131	119	154	214	129	5445
IT2_532030	219	270	211	356	240	255	303	261	179	194	247	150	12144
IT2_533875	42	52	25	75	36	64	58	51	27	70	62	44	8439
IT2_534250	10	18	14	30	16	26	2	12	10	16	11	12	3070
IT2_534852	38	36	39	39	18	33	28	48	42	48	69	52	6526
IT2_535297	43	64	66	54	32	48	25	30	39	58	57	50	3215
IT2_536178	17	39	37	17	28	18	15	22	30	20	24	18	4264
IT2_536331	36	28	41	48	24	31	12	20	15	22	38	22	4809
IT2_540680	12	28	19	25	19	12	23	24	41	55	60	33	3523
IT2_540874	72	93	86	82	54	48	58	72	79	96	155	98	7864
IT2_54206	22	8	19	14	34	23	10	10	10	2	16	6	3900
IT2_542305	24	12	8	18	14	6	4	12	6	12	30	16	3294
IT2_54235	135	184	184	133	89	111	28	52	54	30	57	28	3991
IT2_542800	185	177	172	131	136	138	52	70	45	57	106	51	10247
IT2_542997	36	28	32	22	12	28	24	26	31	51	61	33	4021
IT2_544703	23	12	4	13	13	12	23	26	20	61	44	49	3188
IT2_545140	113	152	139	90	69	78	98	141	132	212	269	207	5074
IT2_547329	316	369	396	221	126	246	196	204	210	423	418	291	5678
IT2_547646	6	23	24	16	14	30	12	21	18	36	41	36	4372
IT2_55180	18	35	21	37	17	16	31	29	38	56	48	42	3657
IT2_553485	280	279	243	200	284	199	171	302	290	258	333	269	6953
IT2_554146	46	60	77	22	41	34	41	91	88	94	95	77	6419
IT2_555642	10	20	18	20	10	18	9	14	6	31	33	14	3148
IT2_555784	10	20	20	20	10	12	8	11	25	22	26	25	3436
IT2_556443	26	30	26	34	28	35	30	22	30	51	62	66	4475
IT2_557722	2	24	22	23	18	18	8	8	12	10	16	10	3704
IT2_558097	23	23	25	55	24	23	23	29	14	14	17	12	5368
IT2_559429	129	187	119	112	94	84	101	146	121	261	252	219	7834
IT2_56365	46	28	30	36	34	43	27	29	25	33	65	26	5786
IT2_563828	251	318	325	237	250	261	217	344	238	387	413	343	9679
IT2_565447	72	79	68	68	62	62	61	67	104	66	82	51	8099
IT2_56574	28	12	11	28	28	18	16	50	28	23	31	26	5739
IT2_570137	127	136	186	85	48	105	6	12	8	2	6	2	5701
IT2_573751	34	42	38	26	45	19	24	19	21	18	39	24	6022
IT2_573921	179	218	189	149	125	161	162	151	184	284	331	245	3131
IT2_576821	34	53	51	63	31	32	52	38	39	43	84	50	6884
IT2_577553	223	200	181	253	176	202	186	206	185	254	262	228	11616
IT2_578125	93	83	97	85	97	77	20	103	86	56	66	43	5772
IT2_583070	46	38	41	52	42	45	38	36	72	64	70	63	3040
